date,theta1,theta2,OT
8981,0.058124184,12.24616404,12.24616404
8982,0.070198622,12.24280907,12.24280907
8983,0.081853232,12.24020964,12.24020964
8984,0.093074915,12.23837582,12.23837582
8985,0.10385179,12.23731544,12.23731544
8986,0.114173002,12.23703443,12.23703443
8987,0.124028542,12.23753701,12.23753701
8988,0.133409098,12.23882601,12.23882601
8989,0.142305926,12.24090299,12.24090299
8990,0.150710742,12.24376849,12.24376849
8991,0.158615635,12.24742218,12.24742218
8992,0.166013005,12.25186293,12.25186293
8993,0.172895511,12.257089,12.257089
8994,0.179256046,12.26309809,12.26309809
8995,0.185087727,12.2698874,12.2698874
8996,0.190383897,12.27745367,12.27745367
8997,0.19513815,12.28579323,12.28579323
8998,0.199344371,12.29490198,12.29490198
8999,0.202996795,12.30477534,12.30477534
9000,0.206090081,12.31540826,12.31540826
9001,0.208619411,12.32679509,12.32679509
9002,0.210580603,12.3389295,12.3389295
9003,0.211970255,12.35180432,12.35180432
9004,0.212785908,12.3654114,12.3654114
9005,0.213026234,12.37974133,12.37974133
9006,0.212691258,12.39478328,12.39478328
9007,0.2117826,12.41052462,12.41052462
9008,0.210303749,12.42695061,12.42695061
9009,0.208260366,12.44404404,12.44404404
9010,0.205660599,12.46178479,12.46178479
9011,0.202515426,12.48014938,12.48014938
9012,0.198838988,12.49911053,12.49911053
9013,0.194648928,12.51863672,12.51863672
9014,0.189966683,12.53869173,12.53869173
9015,0.184817743,12.5592343,12.5592343
9016,0.17923181,12.58021791,12.58021791
9017,0.173242871,12.60159057,12.60159057
9018,0.166889112,12.62329497,12.62329497
9019,0.160212694,12.64526871,12.64526871
9020,0.153259344,12.66744476,12.66744476
9021,0.146077777,12.68975225,12.68975225
9022,0.13871895,12.7121174,12.7121174
9023,0.131235199,12.73446462,12.73446462
9024,0.12367928,12.75671776,12.75671776
9025,0.116103386,12.77880143,12.77880143
9026,0.108558197,12.80064219,12.80064219
9027,0.101092011,12.8221697,12.8221697
9028,0.093750016,12.84331771,12.84331771
9029,0.086573721,12.86402474,12.86402474
9030,0.079600571,12.88423464,12.88423464
9031,0.072863734,12.90389683,12.90389683
9032,0.066392059,12.92296635,12.92296635
9033,0.060210166,12.94140378,12.94140378
9034,0.054338647,12.9591749,12.9591749
9035,0.048794355,12.97625041,12.97625041
9036,0.043590734,12.99260543,12.99260543
9037,0.038738183,13.00821907,13.00821907
9038,0.034244425,13.02307394,13.02307394
9039,0.030114873,13.03715574,13.03715574
9040,0.026352975,13.05045277,13.05045277
9041,0.022960529,13.06295557,13.06295557
9042,0.019937981,13.07465657,13.07465657
9043,0.017284685,13.08554976,13.08554976
9044,0.014999134,13.09563043,13.09563043
9045,0.013079161,13.10489493,13.10489493
9046,0.011522121,13.11334049,13.11334049
9047,0.010325034,13.12096502,13.12096502
9048,0.009484719,13.12776699,13.12776699
9049,0.008997902,13.13374532,13.13374532
9050,0.008861303,13.1388993,13.1388993
9051,0.009071709,13.14322847,13.14322847
9052,0.009626037,13.14673264,13.14673264
9053,0.010521373,13.14941176,13.14941176
9054,0.01175501,13.151266,13.151266
9055,0.013324463,13.15229563,13.15229563
9056,0.015227484,13.15250111,13.15250111
9057,0.017462056,13.15188302,13.15188302
9058,0.020026384,13.15044215,13.15044215
9059,0.022918868,13.14817949,13.14817949
9060,0.026138073,13.1450963,13.1450963
9061,0.029682678,13.14119413,13.14119413
9062,0.033551415,13.13647493,13.13647493
9063,0.037743,13.13094114,13.13094114
9064,0.042256035,13.12459577,13.12459577
9065,0.04708891,13.11744253,13.11744253
9066,0.052239672,13.10948599,13.10948599
9067,0.057705882,13.10073176,13.10073176
9068,0.06348445,13.09118667,13.09118667
9069,0.069571446,13.08085899,13.08085899
9070,0.075961888,13.06975872,13.06975872
9071,0.082649509,13.05789785,13.05789785
9072,0.089626502,13.04529068,13.04529068
9073,0.096883243,13.03195415,13.03195415
9074,0.104408005,13.01790821,13.01790821
9075,0.112186664,13.0031762,13.0031762
9076,0.120202404,12.98778519,12.98778519
9077,0.128435443,12.97176631,12.97176631
9078,0.136862793,12.95515511,12.95515511
9079,0.14545807,12.93799172,12.93799172
9080,0.15419138,12.92032101,12.92032101
9081,0.163029299,12.90219262,12.90219262
9082,0.17193497,12.88366078,12.88366078
9083,0.180868332,12.86478398,12.86478398
9084,0.189786481,12.84562451,12.84562451
9085,0.19864418,12.82624775,12.82624775
9086,0.207394475,12.8067213,12.8067213
9087,0.215989419,12.78711408,12.78711408
9088,0.224380855,12.76749522,12.76749522
9089,0.232521212,12.74793303,12.74793303
9090,0.240364276,12.72849399,12.72849399
9091,0.247865894,12.70924181,12.70924181
9092,0.25498457,12.69023668,12.69023668
9093,0.261681941,12.67153466,12.67153466
9094,0.267923106,12.65318729,12.65318729
9095,0.273676823,12.63524135,12.63524135
9096,0.278915569,12.61773884,12.61773884
9097,0.283615506,12.60071708,12.60071708
9098,0.287756333,12.5842089,12.5842089
9099,0.291321091,12.56824301,12.56824301
9100,0.294295916,12.5528443,12.5528443
9101,0.296669756,12.53803428,12.53803428
9102,0.298434095,12.52383145,12.52383145
9103,0.299582665,12.51025169,12.51025169
9104,0.300111175,12.49730866,12.49730866
9105,0.300017059,12.48501411,12.48501411
9106,0.299299243,12.47337817,12.47337817
9107,0.29795794,12.46240965,12.46240965
9108,0.295994463,12.45211623,12.45211623
9109,0.293411071,12.44250466,12.44250466
9110,0.29021083,12.43358092,12.43358092
9111,0.286397505,12.42535031,12.42535031
9112,0.281975468,12.41781757,12.41781757
9113,0.276949626,12.41098688,12.41098688
9114,0.271325373,12.40486195,12.40486195
9115,0.265108555,12.39944597,12.39944597
9116,0.258305459,12.39474156,12.39474156
9117,0.250922815,12.39075079,12.39075079
9118,0.24296782,12.38747505,12.38747505
9119,0.234448175,12.38491492,12.38491492
9120,0.225372149,12.3830701,12.3830701
9121,0.215748654,12.38193921,12.38193921
9122,0.205587347,12.38151962,12.38151962
9123,0.194898747,12.38180725,12.38180725
9124,0.183694378,12.38279631,12.38279631
9125,0.17198693,12.38447905,12.38447905
9126,0.159790439,12.38684548,12.38684548
9127,0.147120489,12.38988306,12.38988306
9128,0.133994423,12.39357636,12.39357636
9129,0.120431566,12.39790676,12.39790676
9130,0.106453455,12.4028521,12.4028521
9131,0.092084049,12.40838636,12.40838636
9132,0.07734994,12.41447942,12.41447942
9133,0.062280508,12.42109679,12.42109679
9134,0.04690805,12.4281995,12.4281995
9135,0.031267823,12.435744,12.435744
9136,0.015398026,12.44368228,12.44368228
9137,-0.000660332,12.45196205,12.45196205
9138,-0.016863655,12.46052711,12.46052711
9139,-0.033166095,12.46931786,12.46931786
9140,-0.049519999,12.478272,12.478272
9141,-0.065876428,12.48732529,12.48732529
9142,-0.082185768,12.49641248,12.49641248
9143,-0.098398361,12.50546825,12.50546825
9144,-0.114465158,12.51442818,12.51442818
9145,-0.13033834,12.52322968,12.52322968
9146,-0.145971882,12.53181282,12.53181282
9147,-0.161322033,12.54012104,12.54012104
9148,-0.176347703,12.54810175,12.54810175
9149,-0.191010729,12.55570672,12.55570672
9150,-0.20527604,12.56289233,12.56289233
9151,-0.219111716,12.56961963,12.56961963
9152,-0.232488956,12.57585439,12.57585439
9153,-0.245381976,12.58156685,12.58156685
9154,-0.257767845,12.58673155,12.58673155
9155,-0.269626284,12.59132699,12.59132699
9156,-0.280939442,12.59533534,12.59533534
9157,-0.291691659,12.59874202,12.59874202
9158,-0.301869233,12.6015354,12.6015354
9159,-0.311460188,12.60370643,12.60370643
9160,-0.320454063,12.60524827,12.60524827
9161,-0.328841717,12.60615604,12.60615604
9162,-0.336615157,12.60642648,12.60642648
9163,-0.343767384,12.60605775,12.60605775
9164,-0.350292259,12.60504917,12.60504917
9165,-0.356184405,12.60340104,12.60340104
9166,-0.361439108,12.6011145,12.6011145
9167,-0.366052262,12.59819137,12.59819137
9168,-0.370020313,12.59463407,12.59463407
9169,-0.373340238,12.59044555,12.59044555
9170,-0.376009532,12.58562922,12.58562922
9171,-0.378026218,12.58018897,12.58018897
9172,-0.379388875,12.57412915,12.57412915
9173,-0.380096683,12.56745464,12.56745464
9174,-0.380149486,12.56017088,12.56017088
9175,-0.379547876,12.55228402,12.55228402
9176,-0.378293297,12.543801,12.543801
9177,-0.376388166,12.53472975,12.53472975
9178,-0.373836019,12.52507936,12.52507936
9179,-0.370641673,12.51486032,12.51486032
9180,-0.366811416,12.50408479,12.50408479
9181,-0.362353203,12.49276686,12.49276686
9182,-0.35727688,12.48092288,12.48092288
9183,-0.351594414,12.46857183,12.46857183
9184,-0.345320123,12.45573559,12.45573559
9185,-0.338470912,12.44243934,12.44243934
9186,-0.331066482,12.42871189,12.42871189
9187,-0.32312952,12.41458591,12.41458591
9188,-0.314685836,12.40009821,12.40009821
9189,-0.305764437,12.38528988,12.38528988
9190,-0.29639753,12.37020627,12.37020627
9191,-0.28662042,12.35489693,12.35489693
9192,-0.276471305,12.33941538,12.33941538
9193,-0.26599096,12.32381865,12.32381865
9194,-0.255222308,12.30816673,12.30816673
9195,-0.244209899,12.29252189,12.29252189
9196,-0.232999303,12.27694785,12.27694785
9197,-0.221636456,12.26150886,12.26150886
9198,-0.210166996,12.24626882,12.24626882
9199,-0.198635612,12.23129034,12.23129034
9200,-0.187085445,12.21663394,12.21663394
9201,-0.175557576,12.20235729,12.20235729
9202,-0.164090611,12.18851463,12.18851463
9203,-0.152720381,12.17515631,12.17515631
9204,-0.141479755,12.16232853,12.16232853
9205,-0.130398563,12.15007319,12.15007319
9206,-0.119503614,12.13842785,12.13842785
9207,-0.108818796,12.12742588,12.12742588
9208,-0.09836524,12.1170966,12.1170966
9209,-0.088161526,12.10746556,12.10746556
9210,-0.078223925,12.09855483,12.09855483
9211,-0.068566642,12.09038328,12.09038328
9212,-0.059202082,12.08296697,12.08296697
9213,-0.050141092,12.07631937,12.07631937
9214,-0.041393205,12.07045176,12.07045176
9215,-0.032966857,12.06537344,12.06537344
9216,-0.024869591,12.06109202,12.06109202
9217,-0.017108238,12.05761365,12.05761365
9218,-0.009689081,12.05494321,12.05494321
9219,-0.002617989,12.05308454,12.05308454
9220,0.004099457,12.05204054,12.05204054
9221,0.010457866,12.05181337,12.05181337
9222,0.01645195,12.05240451,12.05240451
9223,0.022076461,12.05381492,12.05381492
9224,0.027326137,12.05604507,12.05604507
9225,0.032195662,12.05909502,12.05909502
9226,0.036679647,12.06296451,12.06296451
9227,0.040772619,12.06765294,12.06765294
9228,0.044469021,12.07315944,12.07315944
9229,0.047763231,12.07948283,12.07948283
9230,0.05064959,12.08662168,12.08662168
9231,0.053122444,12.09457422,12.09457422
9232,0.055176205,12.10333835,12.10333835
9233,0.056805417,12.11291155,12.11291155
9234,0.058004855,12.12329083,12.12329083
9235,0.058769625,12.13447261,12.13447261
9236,0.0590953,12.14645259,12.14645259
9237,0.058978068,12.15922562,12.15922562
9238,0.058414905,12.17278549,12.17278549
9239,0.057403785,12.18712467,12.18712467
9240,0.055943905,12.20223413,12.20223413
9241,0.054035948,12.21810296,12.21810296
9242,0.051682373,12.23471803,12.23471803
9243,0.048887732,12.25206365,12.25206365
9244,0.045659017,12.27012109,12.27012109
9245,0.042006015,12.28886814,12.28886814
9246,0.037941685,12.30827864,12.30827864
9247,0.033482515,12.32832201,12.32832201
9248,0.028648866,12.3489628,12.3489628
9249,0.023465257,12.3701603,12.3701603
9250,0.017960575,12.39186826,12.39186826
9251,0.012168183,12.41403474,12.41403474
9252,0.006125879,12.43660211,12.43660211
9253,-0.0001243,12.45950733,12.45950733
9254,-0.006536468,12.48268242,12.48268242
9255,-0.013061454,12.50605516,12.50605516
9256,-0.01964756,12.52955009,12.52955009
9257,-0.026241448,12.55308967,12.55308967
9258,-0.032789147,12.57659552,12.57659552
9259,-0.039237087,12.59998983,12.59998983
9260,-0.045533126,12.62319665,12.62319665
9261,-0.051627481,12.64614307,12.64614307
9262,-0.057473538,12.66876029,12.66876029
9263,-0.06302848,12.6909844,12.6909844
9264,-0.068253735,12.71275692,12.71275692
9265,-0.073115223,12.73402511,12.73402511
9266,-0.077583437,12.75474204,12.75474204
9267,-0.08163337,12.77486645,12.77486645
9268,-0.085244318,12.79436247,12.79436247
9269,-0.088399601,12.81319925,12.81319925
9270,-0.091086224,12.8313505,12.8313505
9271,-0.093294502,12.84879397,12.84879397
9272,-0.095017684,12.86551101,12.86551101
9273,-0.096251576,12.88148604,12.88148604
9274,-0.096994188,12.89670613,12.89670613
9275,-0.097245402,12.91116058,12.91116058
9276,-0.097006671,12.92484057,12.92484057
9277,-0.096280752,12.93773885,12.93773885
9278,-0.095071466,12.94984942,12.94984942
9279,-0.093383494,12.96116736,12.96116736
9280,-0.091222193,12.97168862,12.97168862
9281,-0.088593451,12.98140985,12.98140985
9282,-0.085503547,12.99032827,12.99032827
9283,-0.081959054,12.99844162,12.99844162
9284,-0.077966747,13.00574806,13.00574806
9285,-0.073533533,13.01224611,13.01224611
9286,-0.068666399,13.01793465,13.01793465
9287,-0.063372375,13.02281293,13.02281293
9288,-0.057658512,13.02688052,13.02688052
9289,-0.05153187,13.03013739,13.03013739
9290,-0.04499953,13.03258392,13.03258392
9291,-0.038068606,13.03422098,13.03422098
9292,-0.030746286,13.03505,13.03505
9293,-0.023039876,13.03507303,13.03507303
9294,-0.014956867,13.0342929,13.0342929
9295,-0.006505013,13.0327133,13.0327133
9296,0.002307566,13.03033895,13.03033895
9297,0.011472275,13.02717573,13.02717573
9298,0.020979905,13.02323093,13.02323093
9299,0.030820479,13.0185134,13.0185134
9300,0.040983085,13.01303381,13.01303381
9301,0.051455683,13.00680487,13.00680487
9302,0.062224898,12.99984165,12.99984165
9303,0.073275804,12.99216181,12.99216181
9304,0.084591695,12.98378592,12.98378592
9305,0.096153861,12.97473774,12.97473774
9306,0.107941361,12.9650445,12.9650445
9307,0.119930826,12.95473711,12.95473711
9308,0.132096287,12.94385042,12.94385042
9309,0.144409047,12.93242332,12.93242332
9310,0.156837624,12.92049877,12.92049877
9311,0.16934776,12.90812378,12.90812378
9312,0.181902527,12.89534921,12.89534921
9313,0.194462535,12.88222941,12.88222941
9314,0.206986235,12.86882182,12.86882182
9315,0.219430334,12.85518631,12.85518631
9316,0.231750288,12.84138451,12.84138451
9317,0.243900873,12.82747896,12.82747896
9318,0.255836794,12.81353225,12.81353225
9319,0.267513313,12.79960617,12.79960617
9320,0.27888685,12.78576082,12.78576082
9321,0.289915541,12.77205391,12.77205391
9322,0.300559715,12.75854002,12.75854002
9323,0.310782284,12.74527016,12.74527016
9324,0.320549021,12.73229136,12.73229136
9325,0.329828737,12.71964643,12.71964643
9326,0.338593363,12.70737393,12.70737393
9327,0.346817932,12.6955082,12.6955082
9328,0.354480496,12.68407948,12.68407948
9329,0.361561981,12.6731142,12.6731142
9330,0.368046,12.66263521,12.66263521
9331,0.373918643,12.65266216,12.65266216
9332,0.379168248,12.64321179,12.64321179
9333,0.383785177,12.63429829,12.63429829
9334,0.387761592,12.62593367,12.62593367
9335,0.391091242,12.61812798,12.61812798
9336,0.393769276,12.61088969,12.61088969
9337,0.395792062,12.60422589,12.60422589
9338,0.397157034,12.59814251,12.59814251
9339,0.397862559,12.59264456,12.59264456
9340,0.397907827,12.58773621,12.58773621
9341,0.397292753,12.58342098,12.58342098
9342,0.396017908,12.57970181,12.57970181
9343,0.394084463,12.57658113,12.57658113
9344,0.391494157,12.57406089,12.57406089
9345,0.388249278,12.57214257,12.57214257
9346,0.384352663,12.57082716,12.57082716
9347,0.37980772,12.57011511,12.57011511
9348,0.374618462,12.57000627,12.57000627
9349,0.368789563,12.57049974,12.57049974
9350,0.362326431,12.57159382,12.57159382
9351,0.355235306,12.57328574,12.57328574
9352,0.347523367,12.57557158,12.57557158
9353,0.339198868,12.57844597,12.57844597
9354,0.330271293,12.58190187,12.58190187
9355,0.320751522,12.58593032,12.58593032
9356,0.310652026,12.59052009,12.59052009
9357,0.299987065,12.59565742,12.59565742
9358,0.288772904,12.60132563,12.60132563
9359,0.277028027,12.60750485,12.60750485
9360,0.264773347,12.61417165,12.61417165
9361,0.252032401,12.62129877,12.62129877
9362,0.238831518,12.62885486,12.62885486
9363,0.225199939,12.63680427,12.63680427
9364,0.211169881,12.64510701,12.64510701
9365,0.196776532,12.65371869,12.65371869
9366,0.182057953,12.6625907,12.6625907
9367,0.167054883,12.67167048,12.67167048
9368,0.151810452,12.68090194,12.68090194
9369,0.136369784,12.69022606,12.69022606
9370,0.120779522,12.69958155,12.69958155
9371,0.105087275,12.7089057,12.7089057
9372,0.089341026,12.71813524,12.71813524
9373,0.07358852,12.72720725,12.72720725
9374,0.05787667,12.73606004,12.73606004
9375,0.042251008,12.74463396,12.74463396
9376,0.026755199,12.75287217,12.75287217
9377,0.011430658,12.7607212,12.7607212
9378,-0.003683752,12.76813143,12.76813143
9379,-0.018551904,12.77505738,12.77505738
9380,-0.033140504,12.78145793,12.78145793
9381,-0.047419097,12.78729631,12.78729631
9382,-0.061359993,12.79254005,12.79254005
9383,-0.074938144,12.79716084,12.79716084
9384,-0.088130972,12.80113428,12.80113428
9385,-0.100918168,12.80443963,12.80443963
9386,-0.113281478,12.80705949,12.80705949
9387,-0.125204485,12.80897953,12.80897953
9388,-0.136672393,12.81018812,12.81018812
9389,-0.14767182,12.81067607,12.81067607
9390,-0.158190614,12.81043633,12.81043633
9391,-0.16821768,12.80946374,12.80946374
9392,-0.177742826,12.80775476,12.80775476
9393,-0.186756637,12.80530727,12.80530727
9394,-0.195250365,12.8021204,12.8021204
9395,-0.203215837,12.7981943,12.7981943
9396,-0.210645387,12.79353008,12.79353008
9397,-0.217531808,12.78812961,12.78812961
9398,-0.223868318,12.78199551,12.78199551
9399,-0.229648549,12.77513103,12.77513103
9400,-0.234866546,12.76753998,12.76753998
9401,-0.239516795,12.75922679,12.75922679
9402,-0.243594259,12.75019645,12.75019645
9403,-0.247094438,12.74045454,12.74045454
9404,-0.25001344,12.73000733,12.73000733
9405,-0.252348082,12.7188618,12.7188618
9406,-0.254096005,12.70702581,12.70702581
9407,-0.255255811,12.69450824,12.69450824
9408,-0.255827221,12.68131913,12.68131913
9409,-0.25581126,12.66746992,12.66746992
9410,-0.255210461,12.65297373,12.65297373
9411,-0.254029094,12.63784558,12.63784558
9412,-0.252273408,12.62210276,12.62210276
9413,-0.249951899,12.60576517,12.60576517
9414,-0.247075581,12.58885566,12.58885566
9415,-0.243658257,12.57140042,12.57140042
9416,-0.239716784,12.55342935,12.55342935
9417,-0.235271309,12.53497639,12.53497639
9418,-0.230345465,12.51607979,12.51607979
9419,-0.224966496,12.49678237,12.49678237
9420,-0.219165305,12.47713154,12.47713154
9421,-0.21297639,12.45717932,12.45717932
9422,-0.206437662,12.43698211,12.43698211
9423,-0.199590124,12.41660029,12.41660029
9424,-0.192477417,12.39609767,12.39609767
9425,-0.18514524,12.37554074,12.37554074
9426,-0.177640661,12.35499779,12.35499779
9427,-0.170011352,12.3345379,12.3345379
9428,-0.162304797,12.3142299,12.3142299
9429,-0.154567502,12.29414135,12.29414135
9430,-0.146844256,12.27433755,12.27433755
9431,-0.139177493,12.2548807,12.2548807
9432,-0.131606762,12.23582919,12.23582919
9433,-0.124168338,12.2172371,12.2172371
9434,-0.116894977,12.19915383,12.19915383
9435,-0.109815795,12.18162399,12.18162399
9436,-0.102956282,12.16468737,12.16468737
9437,-0.096338404,12.14837908,12.14837908
9438,-0.089980797,12.13272976,12.13272976
9439,-0.083899003,12.11776594,12.11776594
9440,-0.07810576,12.10351036,12.10351036
9441,-0.072611292,12.08998233,12.08998233
9442,-0.06742362,12.07719814,12.07719814
9443,-0.062548858,12.06517143,12.06517143
9444,-0.057991495,12.05391352,12.05391352
9445,-0.053754657,12.04343371,12.04343371
9446,-0.049840355,12.03373964,12.03373964
9447,-0.046249696,12.02483749,12.02483749
9448,-0.04298308,12.01673222,12.01673222
9449,-0.040040368,12.0094278,12.0094278
9450,-0.037421033,12.00292734,12.00292734
9451,-0.035124285,11.99723326,11.99723326
9452,-0.033149184,11.99234739,11.99234739
9453,-0.031494724,11.98827109,11.98827109
9454,-0.030159915,11.98500535,11.98500535
9455,-0.029143842,11.9825508,11.9825508
9456,-0.028445711,11.98090781,11.98090781
9457,-0.028064885,11.98007651,11.98007651
9458,-0.028000908,11.98005679,11.98005679
9459,-0.028253516,11.98084837,11.98084837
9460,-0.028822638,11.98245075,11.98245075
9461,-0.02970839,11.98486321,11.98486321
9462,-0.030911049,11.9880848,11.9880848
9463,-0.032431025,11.9921143,11.9921143
9464,-0.034268818,11.99695018,11.99695018
9465,-0.036424958,12.00259052,12.00259052
9466,-0.038899941,12.00903296,12.00903296
9467,-0.041694139,12.01627458,12.01627458
9468,-0.044807702,12.02431181,12.02431181
9469,-0.048240443,12.03314029,12.03314029
9470,-0.051991698,12.0427547,12.0427547
9471,-0.056060169,12.05314861,12.05314861
9472,-0.060443751,12.06431423,12.06431423
9473,-0.065139328,12.07624222,12.07624222
9474,-0.070142551,12.08892137,12.08892137
9475,-0.075447598,12.10233835,12.10233835
9476,-0.08104691,12.11647738,12.11647738
9477,-0.086930909,12.13131985,12.13131985
9478,-0.093087719,12.14684404,12.14684404
9479,-0.099502871,12.16302466,12.16302466
9480,-0.106159031,12.17983261,12.17983261
9481,-0.113035746,12.19723458,12.19723458
9482,-0.120109238,12.21519285,12.21519285
9483,-0.127352261,12.23366507,12.23366507
9484,-0.134734041,12.25260422,12.25260422
9485,-0.142220321,12.27195868,12.27195868
9486,-0.149773529,12.29167246,12.29167246
9487,-0.157353074,12.31168558,12.31168558
9488,-0.164915788,12.33193469,12.33193469
9489,-0.172416476,12.35235377,12.35235377
9490,-0.179808593,12.37287507,12.37287507
9491,-0.187044984,12.39343004,12.39343004
9492,-0.194078664,12.41395039,12.41395039
9493,-0.200863602,12.43436911,12.43436911
9494,-0.207355441,12.45462136,12.45462136
9495,-0.213512152,12.4746454,12.4746454
9496,-0.219294561,12.49438316,12.49438316
9497,-0.224666751,12.51378079,12.51378079
9498,-0.229596329,12.53278897,12.53278897
9499,-0.234054561,12.55136304,12.55136304
9500,-0.238016386,12.56946296,12.56946296
9501,-0.241460335,12.58705321,12.58705321
9502,-0.244368371,12.60410249,12.60410249
9503,-0.24672567,12.62058344,12.62058344
9504,-0.248520367,12.63647227,12.63647227
9505,-0.249743284,12.65174838,12.65174838
9506,-0.250387648,12.66639397,12.66639397
9507,-0.250448821,12.68039371,12.68039371
9508,-0.24992404,12.69373437,12.69373437
9509,-0.248812173,12.70640452,12.70640452
9510,-0.247113502,12.71839429,12.71839429
9511,-0.244829528,12.72969508,12.72969508
9512,-0.241962796,12.7402994,12.7402994
9513,-0.238516746,12.75020069,12.75020069
9514,-0.234495588,12.75939323,12.75939323
9515,-0.229904199,12.76787197,12.76787197
9516,-0.224748035,12.77563253,12.77563253
9517,-0.219033065,12.78267112,12.78267112
9518,-0.21276573,12.78898455,12.78898455
9519,-0.205952909,12.79457023,12.79457023
9520,-0.19860191,12.79942621,12.79942621
9521,-0.190720476,12.80355124,12.80355124
9522,-0.182316808,12.80694485,12.80694485
9523,-0.173399607,12.80960745,12.80960745
9524,-0.163978131,12.81154046,12.81154046
9525,-0.154062273,12.81274647,12.81274647
9526,-0.143662659,12.81322941,12.81322941
9527,-0.132790758,12.81299474,12.81299474
9528,-0.121459021,12.81204966,12.81204966
9529,-0.109681029,12.81040338,12.81040338
9530,-0.097471663,12.80806735,12.80806735
9531,-0.084847287,12.80505556,12.80505556
9532,-0.071825939,12.80138479,12.80138479
9533,-0.058427534,12.79707493,12.79707493
9534,-0.044674062,12.79214924,12.79214924
9535,-0.030589771,12.7866346,12.7866346
9536,-0.016201336,12.78056176,12.78056176
9537,-0.001537994,12.77396549,12.77396549
9538,0.013368376,12.76688465,12.76688465
9539,0.028483226,12.75936224,12.75936224
9540,0.043769393,12.75144526,12.75144526
9541,0.059187232,12.74318449,12.74318449
9542,0.074694849,12.73463411,12.73463411
9543,0.090248421,12.72585122,12.72585122
9544,0.105802609,12.7168952,12.7168952
9545,0.121311043,12.70782696,12.70782696
9546,0.136726864,12.69870816,12.69870816
9547,0.1520033,12.68960034,12.68960034
9548,0.167094241,12.68056408,12.68056408
9549,0.181954793,12.67165814,12.67165814
9550,0.196541774,12.66293878,12.66293878
9551,0.210814147,12.65445912,12.65445912
9552,0.224733355,12.64626859,12.64626859
9553,0.238263566,12.63841266,12.63841266
9554,0.251371821,12.63093255,12.63093255
9555,0.264028093,12.62386517,12.62386517
9556,0.276205269,12.61724319,12.61724319
9557,0.287879055,12.61109512,12.61109512
9558,0.299027849,12.60544554,12.60544554
9559,0.309632556,12.6003154,12.6003154
9560,0.3196764,12.59572227,12.59572227
9561,0.329144706,12.59168067,12.59168067
9562,0.338024697,12.58820243,12.58820243
9563,0.346305286,12.58529699,12.58529699
9564,0.353976881,12.58297168,12.58297168
9565,0.361031214,12.58123203,12.58123203
9566,0.367461174,12.58008202,12.58008202
9567,0.373260674,12.57952431,12.57952431
9568,0.378424526,12.57956042,12.57956042
9569,0.382948341,12.58019093,12.58019093
9570,0.386828452,12.58141562,12.58141562
9571,0.390061849,12.58323355,12.58323355
9572,0.392646139,12.58564318,12.58564318
9573,0.394579519,12.5886424,12.5886424
9574,0.395860772,12.59222858,12.59222858
9575,0.396489275,12.59639857,12.59639857
9576,0.396465028,12.60114866,12.60114866
9577,0.395788702,12.60647453,12.60647453
9578,0.394461702,12.61237117,12.61237117
9579,0.392486248,12.61883278,12.61883278
9580,0.389865477,12.62585263,12.62585263
9581,0.386603564,12.63342285,12.63342285
9582,0.382705857,12.64153429,12.64153429
9583,0.378179036,12.65017626,12.65017626
9584,0.373031285,12.65933628,12.65933628
9585,0.36727248,12.66899981,12.66899981
9586,0.360914383,12.67914993,12.67914993
9587,0.353970851,12.68976709,12.68976709
9588,0.346458036,12.70082873,12.70082873
9589,0.338394571,12.71230907,12.71230907
9590,0.329801751,12.72417877,12.72417877
9591,0.320703656,12.73640475,12.73640475
9592,0.311127247,12.74895006,12.74895006
9593,0.30110239,12.76177375,12.76177375
9594,0.2906618,12.77483098,12.77483098
9595,0.279840909,12.78807316,12.78807316
9596,0.268677631,12.80144824,12.80144824
9597,0.257212039,12.81490116,12.81490116
9598,0.245485947,12.8283744,12.8283744
9599,0.233542424,12.84180868,12.84180868
9600,0.221425244,12.85514368,12.85514368
9601,0.209178315,12.8683189,12.8683189
9602,0.196845096,12.8812744,12.8812744
9603,0.184468051,12.89395168,12.89395168
9604,0.172088147,12.90629429,12.90629429
9605,0.159744436,12.91824853,12.91824853
9606,0.147473714,12.92976393,12.92976393
9607,0.135310289,12.94079356,12.94079356
9608,0.123285834,12.95129435,12.95129435
9609,0.111429334,12.96122715,12.96122715
9610,0.099767113,12.97055674,12.97055674
9611,0.088322926,12.97925175,12.97925175
9612,0.077118103,12.98728451,12.98728451
9613,0.066171728,12.9946308,12.9946308
9614,0.055500843,13.00126961,13.00126961
9615,0.045120663,13.00718291,13.00718291
9616,0.0350448,13.0123553,13.0123553
9617,0.02528547,13.01677381,13.01677381
9618,0.0158537,13.02042758,13.02042758
9619,0.006759518,13.02330763,13.02330763
9620,-0.001987878,13.02540663,13.02540663
9621,-0.010379961,13.02671872,13.02671872
9622,-0.018408741,13.02723925,13.02723925
9623,-0.026066649,13.0269647,13.0269647
9624,-0.033346435,13.02589246,13.02589246
9625,-0.040241087,13.02402076,13.02402076
9626,-0.046743766,13.02134853,13.02134853
9627,-0.052847756,13.01787532,13.01787532
9628,-0.05854643,13.01360122,13.01360122
9629,-0.063833229,13.00852683,13.00852683
9630,-0.06870166,13.00265318,13.00265318
9631,-0.0731453,12.99598176,12.99598176
9632,-0.077157826,12.98851445,12.98851445
