date,theta1,theta2,OT
4323,0.410006908,12.28196324,12.28196324
4324,0.395834567,12.31028783,12.31028783
4325,0.380538294,12.3398762,12.3398762
4326,0.364096182,12.37075946,12.37075946
4327,0.346493066,12.40296078,12.40296078
4328,0.327724008,12.43649056,12.43649056
4329,0.307798777,12.47134025,12.47134025
4330,0.286747293,12.50747477,12.50747477
4331,0.264625749,12.54482395,12.54482395
4332,0.241522689,12.583274,12.583274
4333,0.217563787,12.6226607,12.6226607
4334,0.192913603,12.66276669,12.66276669
4335,0.167772513,12.70332544,12.70332544
4336,0.142367761,12.74403328,12.74403328
4337,0.116939156,12.7845688,12.7845688
4338,0.091721875,12.82461636,12.82461636
4339,0.066930054,12.86388841,12.86388841
4340,0.042744556,12.90214213,12.90214213
4341,0.019306743,12.93918784,12.93918784
4342,-0.003281963,12.97488945,12.97488945
4343,-0.024956268,13.00915917,13.00915917
4344,-0.045680922,13.04194911,13.04194911
4345,-0.065444029,13.07324217,13.07324217
4346,-0.08425082,13.10304355,13.10304355
4347,-0.1021184,13.13137369,13.13137369
4348,-0.119071609,13.15826272,13.15826272
4349,-0.135139915,13.18374635,13.18374635
4350,-0.150355157,13.20786289,13.20786289
4351,-0.164749971,13.23065129,13.23065129
4352,-0.178356713,13.25214972,13.25214972
4353,-0.191206754,13.27239478,13.27239478
4354,-0.20333003,13.29142095,13.29142095
4355,-0.214754785,13.30926036,13.30926036
4356,-0.225507424,13.32594269,13.32594269
4357,-0.23561246,13.34149516,13.34149516
4358,-0.245092514,13.35594259,13.35594259
4359,-0.25396834,13.36930755,13.36930755
4360,-0.262258883,13.38161047,13.38161047
4361,-0.269981341,13.39286978,13.39286978
4362,-0.277151229,13.40310208,13.40310208
4363,-0.283782453,13.41232224,13.41232224
4364,-0.289887372,13.42054358,13.42054358
4365,-0.295476859,13.42777795,13.42777795
4366,-0.300560362,13.43403587,13.43403587
4367,-0.305145957,13.43932661,13.43932661
4368,-0.309240392,13.4436583,13.4436583
4369,-0.31284913,13.44703797,13.44703797
4370,-0.315976387,13.44947165,13.44947165
4371,-0.318625163,13.45096439,13.45096439
4372,-0.320797267,13.45152033,13.45152033
4373,-0.322493343,13.45114271,13.45114271
4374,-0.323712885,13.44983389,13.44983389
4375,-0.324454251,13.44759536,13.44759536
4376,-0.32471467,13.44442772,13.44442772
4377,-0.324490249,13.44033071,13.44033071
4378,-0.323775973,13.43530314,13.43530314
4379,-0.322565697,13.42934287,13.42934287
4380,-0.32085214,13.42244676,13.42244676
4381,-0.318626872,13.41461065,13.41461065
4382,-0.31588029,13.40582921,13.40582921
4383,-0.312601603,13.39609598,13.39609598
4384,-0.308778795,13.38540316,13.38540316
4385,-0.3043986,13.37374162,13.37374162
4386,-0.299446456,13.36110072,13.36110072
4387,-0.293906474,13.34746823,13.34746823
4388,-0.287761385,13.33283019,13.33283019
4389,-0.280992503,13.31717081,13.31717081
4390,-0.273579679,13.30047232,13.30047232
4391,-0.265501266,13.28271487,13.28271487
4392,-0.256734098,13.2638764,13.2638764
4393,-0.247253487,13.24393258,13.24393258
4394,-0.237033259,13.22285677,13.22285677
4395,-0.22604584,13.20062005,13.20062005
4396,-0.214262426,13.17719134,13.17719134
4397,-0.201653263,13.15253771,13.15253771
4398,-0.188188102,13.12662492,13.12662492
4399,-0.173836877,13.09941818,13.09941818
4400,-0.158570717,13.07088346,13.07088346
4401,-0.142363383,13.04098935,13.04098935
4402,-0.125193293,13.0097097,13.0097097
4403,-0.107046257,12.97702725,12.97702725
4404,-0.087919106,12.94293852,12.94293852
4405,-0.067824269,12.90745999,12.90745999
4406,-0.046795245,12.87063559,12.87063559
4407,-0.024892646,12.83254491,12.83254491
4408,-0.002210012,12.7933113,12.7933113
4409,0.021121873,12.75310781,12.75310781
4410,0.044933888,12.71215889,12.71215889
4411,0.069022384,12.6707353,12.6707353
4412,0.09315876,12.62914115,12.62914115
4413,0.11710405,12.58769417,12.58769417
4414,0.140625932,12.54670257,12.54670257
4415,0.163514534,12.50644373,12.50644373
4416,0.185593849,12.46714891,12.46714891
4417,0.20672722,12.42899607,12.42899607
4418,0.226817251,12.39211042,12.39211042
4419,0.245801748,12.35657022,12.35657022
4420,0.263647621,12.3224154,12.3224154
4421,0.280344311,12.28965662,12.28965662
4422,0.295897747,12.25828364,12.25828364
4423,0.310325295,12.22827222,12.22827222
4424,0.323651801,12.19958948,12.19958948
4425,0.335906626,12.17219787,12.17219787
4426,0.347121528,12.14605804,12.14605804
4427,0.357329173,12.12113074,12.12113074
4428,0.36656214,12.09737813,12.09737813
4429,0.374852271,12.07476457,12.07476457
4430,0.382230271,12.05325709,12.05325709
4431,0.388725477,12.03282563,12.03282563
4432,0.39436574,12.0134431,12.0134431
4433,0.399177391,11.99508542,11.99508542
4434,0.403185245,11.97773136,11.97773136
4435,0.406412639,11.96136247,11.96136247
4436,0.408881488,11.94596289,11.94596289
4437,0.410612343,11.93151925,11.93151925
4438,0.411624449,11.91802043,11.91802043
4439,0.411935807,11.9054575,11.9054575
4440,0.411563217,11.8938235,11.8938235
4441,0.410522333,11.88311333,11.88311333
4442,0.408827687,11.87332361,11.87332361
4443,0.406492726,11.86445257,11.86445257
4444,0.403529828,11.85649994,11.85649994
4445,0.399950313,11.84946684,11.84946684
4446,0.395764446,11.84335572,11.84335572
4447,0.390981438,11.83817026,11.83817026
4448,0.385609431,11.83391532,11.83391532
4449,0.379655483,11.83059687,11.83059687
4450,0.373125546,11.82822199,11.82822199
4451,0.366024435,11.82679878,11.82679878
4452,0.3583558,11.8263364,11.8263364
4453,0.350122081,11.82684502,11.82684502
4454,0.341324473,11.82833583,11.82833583
4455,0.331962878,11.83082108,11.83082108
4456,0.322035853,11.83431405,11.83431405
4457,0.31154057,11.83882913,11.83882913
4458,0.300472755,11.84438184,11.84438184
4459,0.28882665,11.85098885,11.85098885
4460,0.276594958,11.85866806,11.85866806
4461,0.263768813,11.86743862,11.86743862
4462,0.250337749,11.87732097,11.87732097
4463,0.236289691,11.88833685,11.88833685
4464,0.221610973,11.90050932,11.90050932
4465,0.206286395,11.91386265,11.91386265
4466,0.190299327,11.92842226,11.92842226
4467,0.173631898,11.94421444,11.94421444
4468,0.156265285,11.96126604,11.96126604
4469,0.138180146,11.97960389,11.97960389
4470,0.119357254,11.999254,11.999254
4471,0.09977838,12.02024041,12.02024041
4472,0.079427526,12.04258355,12.04258355
4473,0.058292585,12.066298,12.066298
4474,0.036367519,12.0913896,12.0913896
4475,0.013655163,12.11785166,12.11785166
4476,-0.009829343,12.14566027,12.14566027
4477,-0.034054532,12.17476885,12.17476885
4478,-0.058968261,12.20510222,12.20510222
4479,-0.084493524,12.23655094,12.23655094
4480,-0.110525248,12.26896692,12.26896692
4481,-0.136929124,12.30216194,12.30216194
4482,-0.163543553,12.33591049,12.33591049
4483,-0.190185416,12.36995787,12.36995787
4484,-0.216659467,12.40403329,12.40403329
4485,-0.242770099,12.43786634,12.43786634
4486,-0.268333355,12.47120356,12.47120356
4487,-0.293186925,12.50382233,12.50382233
4488,-0.317196573,12.53553964,12.53553964
4489,-0.340258527,12.56621526,12.56621526
4490,-0.362298423,12.5957501,12.5957501
4491,-0.383267905,12.62408133,12.62408133
4492,-0.403140101,12.65117599,12.65117599
4493,-0.421904888,12.67702424,12.67702424
4494,-0.43956455,12.70163331,12.70163331
4495,-0.456130109,12.72502226,12.72502226
4496,-0.471618404,12.74721793,12.74721793
4497,-0.486049849,12.76825175,12.76825175
4498,-0.499446792,12.78815741,12.78815741
4499,-0.511832337,12.80696922,12.80696922
4500,-0.523229527,12.8247209,12.8247209
4501,-0.533660798,12.84144484,12.84144484
4502,-0.54314763,12.85717156,12.85717156
4503,-0.551710334,12.87192937,12.87192937
4504,-0.559367943,12.88574425,12.88574425
4505,-0.566138164,12.89863972,12.89863972
4506,-0.572037374,12.91063682,12.91063682
4507,-0.577080649,12.92175416,12.92175416
4508,-0.581281807,12.93200796,12.93200796
4509,-0.584653454,12.94141209,12.94141209
4510,-0.587207039,12.94997818,12.94997818
4511,-0.588952907,12.95771567,12.95771567
4512,-0.589900344,12.9646319,12.9646319
4513,-0.590057618,12.97073216,12.97073216
4514,-0.589432015,12.97601979,12.97601979
4515,-0.588029862,12.98049619,12.98049619
4516,-0.58585655,12.98416093,12.98416093
4517,-0.582916537,12.98701177,12.98701177
4518,-0.579213355,12.98904467,12.98904467
4519,-0.574749599,12.99025388,12.99025388
4520,-0.569526916,12.99063192,12.99063192
4521,-0.563545976,12.99016964,12.99016964
4522,-0.55680645,12.98885618,12.98885618
4523,-0.549306966,12.98667901,12.98667901
4524,-0.541045073,12.98362394,12.98362394
4525,-0.532017193,12.9796751,12.9796751
4526,-0.522218573,12.97481492,12.97481492
4527,-0.511643236,12.96902417,12.96902417
4528,-0.500283939,12.96228192,12.96228192
4529,-0.488132131,12.95456559,12.95456559
4530,-0.475177936,12.94585096,12.94585096
4531,-0.461410145,12.93611224,12.93611224
4532,-0.446816256,12.92532217,12.92532217
4533,-0.431382549,12.91345222,12.91345222
4534,-0.415094241,12.90047285,12.90047285
4535,-0.397935736,12.88635392,12.88635392
4536,-0.379891005,12.87106525,12.87106525
4537,-0.360944152,12.85457752,12.85457752
4538,-0.341080215,12.8368634,12.8368634
4539,-0.320286288,12.81789918,12.81789918
4540,-0.298553029,12.79766692,12.79766692
4541,-0.275876654,12.77615724,12.77615724
4542,-0.25226149,12.75337301,12.75337301
4543,-0.227723107,12.72933366,12.72933366
4544,-0.202291985,12.70408037,12.70408037
4545,-0.176017495,12.67768164,12.67768164
4546,-0.148971763,12.65023869,12.65023869
4547,-0.121252715,12.62188962,12.62188962
4548,-0.092985381,12.59281126,12.59281126
4549,-0.064320503,12.56321706,12.56321706
4550,-0.035429775,12.53335029,12.53335029
4551,-0.006497776,12.50347263,12.50347263
4552,0.022288441,12.47384936,12.47384936
4553,0.050750319,12.44473386,12.44473386
4554,0.078727358,12.41635401,12.41635401
4555,0.106083718,12.38890276,12.38890276
4556,0.132711274,12.36253376,12.36253376
4557,0.158529417,12.3373615,12.3373615
4558,0.1834825,12.31346475,12.31346475
4559,0.207535979,12.29089194,12.29089194
4560,0.23067213,12.26966707,12.26966707
4561,0.252885957,12.24979542,12.24979542
4562,0.274181625,12.23126848,12.23126848
4563,0.294569529,12.21406812,12.21406812
4564,0.314064006,12.19816971,12.19816971
4565,0.332681593,12.18354463,12.18354463
4566,0.350439762,12.17016202,12.17016202
4567,0.367356009,12.15799014,12.15799014
4568,0.38344723,12.1469972,12.1469972
4569,0.398729297,12.13715207,12.13715207
4570,0.413216797,12.12842464,12.12842464
4571,0.426922871,12.12078613,12.12078613
4572,0.439859142,12.11420921,12.11420921
4573,0.452035681,12.10866815,12.10866815
4574,0.46346103,12.1041388,12.1041388
4575,0.47414223,12.10059868,12.10059868
4576,0.484084875,12.09802691,12.09802691
4577,0.493293174,12.09640423,12.09640423
4578,0.50177001,12.09571297,12.09571297
4579,0.509517003,12.09593706,12.09593706
4580,0.516534576,12.09706198,12.09706198
4581,0.522822007,12.09907479,12.09907479
4582,0.52837748,12.10196411,12.10196411
4583,0.533198136,12.10572015,12.10572015
4584,0.537280107,12.11033467,12.11033467
4585,0.540618552,12.11580108,12.11580108
4586,0.543207679,12.12211442,12.12211442
4587,0.545040765,12.1292714,12.1292714
4588,0.546110162,12.13727049,12.13727049
4589,0.546407307,12.1461119,12.1461119
4590,0.545922713,12.15579769,12.15579769
4591,0.544645961,12.16633181,12.16633181
4592,0.542565688,12.17772017,12.17772017
4593,0.539669567,12.18997069,12.18997069
4594,0.53594429,12.20309336,12.20309336
4595,0.531375553,12.2171003,12.2171003
4596,0.525948046,12.23200579,12.23200579
4597,0.519645456,12.24782627,12.24782627
4598,0.512450494,12.26458034,12.26458034
4599,0.504344957,12.28228868,12.28228868
4600,0.495309835,12.30097389,12.30097389
4601,0.485325492,12.32066025,12.32066025
4602,0.474371952,12.34137334,12.34137334
4603,0.462429314,12.36313944,12.36313944
4604,0.449478363,12.38598468,12.38598468
4605,0.435501423,12.40993381,12.40993381
4606,0.42048354,12.43500863,12.43500863
4607,0.404414059,12.46122568,12.46122568
4608,0.387288695,12.48859339,12.48859339
4609,0.369112156,12.51710839,12.51710839
4610,0.349901335,12.546751,12.546751
4611,0.329688979,12.57748007,12.57748007
4612,0.308527596,12.60922749,12.60922749
4613,0.286493103,12.64189292,12.64189292
4614,0.263687497,12.67534003,12.67534003
4615,0.24023959,12.70939522,12.70939522
4616,0.216302947,12.74385038,12.74385038
4617,0.19205046,12.77847019,12.77847019
4618,0.167665824,12.81300382,12.81300382
4619,0.143333036,12.84719935,12.84719935
4620,0.119225733,12.88081848,12.88081848
4621,0.095498267,12.91364885,12.91364885
4622,0.072279826,12.9455121,12.9455121
4623,0.049672023,12.97626731,12.97626731
4624,0.027749516,13.00581011,13.00581011
4625,0.006562734,13.03406899,13.03406899
4626,-0.013858266,13.06100007,13.06100007
4627,-0.03349965,13.08658146,13.08658146
4628,-0.05235989,13.11080794,13.11080794
4629,-0.070446367,13.1336864,13.1336864
4630,-0.087772588,13.15523213,13.15523213
4631,-0.104356005,13.17546587,13.17546587
4632,-0.120216352,13.19441165,13.19441165
4633,-0.135374417,13.21209521,13.21209521
4634,-0.149851153,13.22854281,13.22854281
4635,-0.163667047,13.2437805,13.2437805
4636,-0.176841693,13.25783355,13.25783355
4637,-0.189393497,13.27072614,13.27072614
4638,-0.201339497,13.28248117,13.28248117
4639,-0.21269525,13.29312011,13.29312011
4640,-0.223474779,13.30266304,13.30266304
4641,-0.233690548,13.31112857,13.31112857
4642,-0.243353471,13.31853394,13.31853394
4643,-0.252472932,13.32489505,13.32489505
4644,-0.261056815,13.3302265,13.3302265
4645,-0.269111545,13.33454169,13.33454169
4646,-0.276642125,13.33785284,13.33785284
4647,-0.283652183,13.34017105,13.34017105
4648,-0.29014401,13.34150638,13.34150638
4649,-0.2961186,13.34186784,13.34186784
4650,-0.30157569,13.34126346,13.34126346
4651,-0.306513794,13.33970029,13.33970029
4652,-0.310930234,13.33718441,13.33718441
4653,-0.314821167,13.33372097,13.33372097
4654,-0.318181613,13.32931409,13.32931409
4655,-0.321005475,13.32396696,13.32396696
4656,-0.323285553,13.3176817,13.3176817
4657,-0.325013558,13.31045941,13.31045941
4658,-0.326180121,13.30230007,13.30230007
4659,-0.326774798,13.29320248,13.29320248
4660,-0.326786066,13.28316425,13.28316425
4661,-0.326201323,13.27218167,13.27218167
4662,-0.325006878,13.26024962,13.26024962
4663,-0.32318794,13.24736156,13.24736156
4664,-0.320728605,13.23350935,13.23350935
4665,-0.317611844,13.21868322,13.21868322
4666,-0.313819492,13.20287162,13.20287162
4667,-0.30933224,13.1860612,13.1860612
4668,-0.304129638,13.16823669,13.16823669
4669,-0.298190121,13.14938084,13.14938084
4670,-0.291491054,13.12947445,13.12947445
4671,-0.284008818,13.10849637,13.10849637
4672,-0.275718962,13.08642362,13.08642362
4673,-0.266596425,13.06323165,13.06323165
4674,-0.25661589,13.03889465,13.03889465
4675,-0.245752285,13.01338626,13.01338626
4676,-0.23398151,12.98668039,12.98668039
4677,-0.221281453,12.95875253,12.95875253
4678,-0.207633386,12.92958163,12.92958163
4679,-0.193023831,12.89915251,12.89915251
4680,-0.17744701,12.86745918,12.86745918
4681,-0.160907938,12.83450905,12.83450905
4682,-0.143426179,12.80032797,12.80032797
4683,-0.125040135,12.7649662,12.7649662
4684,-0.105811529,12.72850456,12.72850456
4685,-0.085829446,12.69106008,12.69106008
4686,-0.065212978,12.65278978,12.65278978
4687,-0.044111324,12.61389099,12.61389099
4688,-0.022700308,12.57459679,12.57459679
4689,-0.001174889,12.535166,12.535166
4690,0.020261734,12.49586848,12.49586848
4691,0.041410694,12.4569682,12.4569682
4692,0.062089364,12.41870718,12.41870718
4693,0.082140437,12.38129337,12.38129337
4694,0.101437012,12.34489396,12.34489396
4695,0.119883647,12.30963422,12.30963422
4696,0.137414275,12.27560054,12.27560054
4697,0.153988201,12.24284604,12.24284604
4698,0.169585339,12.21139718,12.21139718
4699,0.184201494,12.1812602,12.1812602
4700,0.197844175,12.15242683,12.15242683
4701,0.210529128,12.12487896,12.12487896
4702,0.222277602,12.09859227,12.09859227
4703,0.233114274,12.07353896,12.07353896
4704,0.243065725,12.04968978,12.04968978
4705,0.252159344,12.02701536,12.02701536
4706,0.260422557,12.00548717,12.00548717
4707,0.267882307,11.98507817,11.98507817
4708,0.274564706,11.96576314,11.96576314
4709,0.280494814,11.94751891,11.94751891
4710,0.285696509,11.93032445,11.93032445
4711,0.290192416,11.91416088,11.91416088
4712,0.294003875,11.89901142,11.89901142
4713,0.297150938,11.88486134,11.88486134
4714,0.299652383,11.87169781,11.87169781
4715,0.301525733,11.85950985,11.85950985
4716,0.302787286,11.84828819,11.84828819
4717,0.303452136,11.83802519,11.83802519
4718,0.303534202,11.82871469,11.82871469
4719,0.303046247,11.82035194,11.82035194
4720,0.301999901,11.81293351,11.81293351
4721,0.300405672,11.8064572,11.8064572
4722,0.298272953,11.80092199,11.80092199
4723,0.295610036,11.79632793,11.79632793
4724,0.292424102,11.79267611,11.79267611
4725,0.288721228,11.78996864,11.78996864
4726,0.284506371,11.78820857,11.78820857
4727,0.279783365,11.7873999,11.7873999
4728,0.274554899,11.78754752,11.78754752
4729,0.268822507,11.78865725,11.78865725
4730,0.262586544,11.79073583,11.79073583
4731,0.255846166,11.7937909,11.7937909
4732,0.248599305,11.79783103,11.79783103
4733,0.240842648,11.80286576,11.80286576
4734,0.232571614,11.80890562,11.80890562
4735,0.223780328,11.81596213,11.81596213
4736,0.214461609,11.8240479,11.8240479
4737,0.204606955,11.83317658,11.83317658
4738,0.194206544,11.84336294,11.84336294
4739,0.183249243,11.85462286,11.85462286
4740,0.171722645,11.8669733,11.8669733
4741,0.159613128,11.8804323,11.8804323
4742,0.146905959,11.89501883,11.89501883
4743,0.133585448,11.91075268,11.91075268
4744,0.119635182,11.92765413,11.92765413
4745,0.10503836,11.94574365,11.94574365
4746,0.089778249,11.96504124,11.96504124
4747,0.073838833,11.98556568,11.98556568
4748,0.057205673,12.00733341,12.00733341
4749,0.039867055,12.03035703,12.03035703
4750,0.021815488,12.05464333,12.05464333
4751,0.003049605,12.08019077,12.08019077
4752,-0.016423482,12.10698633,12.10698633
4753,-0.036585388,12.13500173,12.13500173
4754,-0.057403295,12.16418918,12.16418918
4755,-0.078826658,12.19447693,12.19447693
4756,-0.10078417,12.22576512,12.22576512
4757,-0.123181563,12.25792284,12.25792284
4758,-0.145900992,12.29078729,12.29078729
4759,-0.168802691,12.32416618,12.32416618
4760,-0.191729355,12.35784371,12.35784371
4761,-0.214513123,12.39159028,12.39159028
4762,-0.236984341,12.42517452,12.42517452
4763,-0.258980752,12.45837588,12.45837588
4764,-0.280355549,12.49099566,12.49099566
4765,-0.300983115,12.52286473,12.52286473
4766,-0.320761921,12.55384734,12.55384734
4767,-0.339614751,12.58384121,12.58384121
4768,-0.357486893,12.61277489,12.61277489
4769,-0.374343121,12.64060335,12.64060335
4770,-0.390164173,12.66730307,12.66730307
4771,-0.404943283,12.69286711,12.69286711
4772,-0.418683051,12.71730069,12.71730069
4773,-0.431392817,12.74061759,12.74061759
4774,-0.443086546,12.76283714,12.76283714
4775,-0.453781198,12.78398195,12.78398195
4776,-0.463495487,12.80407623,12.80407623
4777,-0.472248983,12.82314452,12.82314452
4778,-0.480061464,12.8412108,12.8412108
4779,-0.486952465,12.85829788,12.85829788
4780,-0.492940966,12.87442695,12.87442695
4781,-0.498045197,12.88961738,12.88961738
4782,-0.502282511,12.90388653,12.90388653
4783,-0.50566931,12.91724963,12.91724963
4784,-0.508221013,12.92971985,12.92971985
4785,-0.509952042,12.94130822,12.94130822
4786,-0.510875825,12.95202373,12.95202373
4787,-0.511004808,12.96187334,12.96187334
4788,-0.510350469,12.97086207,12.97086207
4789,-0.508923336,12.97899305,12.97899305
4790,-0.506732994,12.98626758,12.98626758
4791,-0.503788097,12.99268522,12.99268522
4792,-0.500096373,12.99824383,12.99824383
4793,-0.495664622,13.00293963,13.00293963
4794,-0.490498708,13.00676728,13.00676728
4795,-0.484603549,13.00971987,13.00971987
4796,-0.4779831,13.01178904,13.01178904
4797,-0.47064033,13.01296496,13.01296496
4798,-0.462577196,13.01323638,13.01323638
4799,-0.453794619,13.0125907,13.0125907
4800,-0.44429245,13.01101395,13.01101395
4801,-0.434069446,13.00849082,13.00849082
4802,-0.423123243,13.00500477,13.00500477
4803,-0.411450339,13.00053798,13.00053798
4804,-0.39904609,12.99507148,12.99507148
4805,-0.385904718,12.98858519,12.98858519
4806,-0.372019351,12.98105806,12.98105806
4807,-0.357382096,12.97246819,12.97246819
4808,-0.341984162,12.96279312,12.96279312
4809,-0.325816048,12.95201009,12.95201009
4810,-0.308867828,12.94009651,12.94009651
4811,-0.291129547,12.92703055,12.92703055
4812,-0.272591778,12.91279195,12.91279195
4813,-0.253246376,12.89736308,12.89736308
4814,-0.233087475,12.88073043,12.88073043
4815,-0.212112794,12.86288635,12.86288635
4816,-0.190325288,12.84383147,12.84383147
4817,-0.167735186,12.82357745,12.82357745
4818,-0.144362406,12.80215044,12.80215044
4819,-0.120239286,12.77959479,12.77959479
4820,-0.095413448,12.75597706,12.75597706
4821,-0.069950488,12.73138973,12.73138973
4822,-0.043936025,12.70595395,12.70595395
4823,-0.017476517,12.67982062,12.67982062
4824,0.00930173,12.65316881,12.65316881
4825,0.036255801,12.62620115,12.62620115
4826,0.063231648,12.59913594,12.59913594
4827,0.090071296,12.57219689,12.57219689
4828,0.116620746,12.54560191,12.54560191
4829,0.142737347,12.51955262,12.51955262
4830,0.16829551,12.49422618,12.49422618
4831,0.193190161,12.46977044,12.46977044
4832,0.217337836,12.44630224,12.44630224
4833,0.240675824,12.4239086,12.4239086
4834,0.263159974,12.4026498,12.4026498
4835,0.284761806,12.38256334,12.38256334
4836,0.305465436,12.3636683,12.3636683
4837,0.325264674,12.34596944,12.34596944
4838,0.344160475,12.32946073,12.32946073
4839,0.362158821,12.31412842,12.31412842
4840,0.379269023,12.2999534,12.2999534
4841,0.395502411,12.28691313,12.28691313
4842,0.410871349,12.27498301,12.27498301
4843,0.4253885,12.26413754,12.26413754
4844,0.439066314,12.25435101,12.25435101
4845,0.451916652,12.24559815,12.24559815
4846,0.463950552,12.23785446,12.23785446
4847,0.475178064,12.23109656,12.23109656
4848,0.485608157,12.22530234,12.22530234
4849,0.495248673,12.22045109,12.22045109
4850,0.504106312,12.2165236,12.2165236
4851,0.512186633,12.2135022,12.2135022
4852,0.51949408,12.21137081,12.21137081
4853,0.526032003,12.21011493,12.21011493
4854,0.5318027,12.20972168,12.20972168
4855,0.53680744,12.21017981,12.21017981
4856,0.541046503,12.21147967,12.21147967
4857,0.544519208,12.21361325,12.21361325
4858,0.547223937,12.2165742,12.2165742
4859,0.549158163,12.22035782,12.22035782
4860,0.550318459,12.22496106,12.22496106
4861,0.550700518,12.23038259,12.23038259
4862,0.550299156,12.23662278,12.23662278
4863,0.549108322,12.24368373,12.24368373
4864,0.547121093,12.2515693,12.2515693
4865,0.544329679,12.26028512,12.26028512
4866,0.54072542,12.2698386,12.2698386
4867,0.536298791,12.28023897,12.28023897
4868,0.53103941,12.29149722,12.29149722
4869,0.524936064,12.3036261,12.3036261
4870,0.517976746,12.31664006,12.31664006
4871,0.510148721,12.33055514,12.33055514
4872,0.501438634,12.34538882,12.34538882
4873,0.491832672,12.36115978,12.36115978
4874,0.48131679,12.37788756,12.37788756
4875,0.469877052,12.39559204,12.39559204
4876,0.457500084,12.41429285,12.41429285
4877,0.444173708,12.43400839,12.43400839
4878,0.429887784,12.45475466,12.45475466
4879,0.414635314,12.47654364,12.47654364
4880,0.398413863,12.49938135,12.49938135
4881,0.381227332,12.52326526,12.52326526
4882,0.363088102,12.54818125,12.54818125
4883,0.344019514,12.57410015,12.57410015
4884,0.324058575,12.60097381,12.60097381
4885,0.30325865,12.62873135,12.62873135
4886,0.281691781,12.65727576,12.65727576
4887,0.259450107,12.68648188,12.68648188
4888,0.23664583,12.71619632,12.71619632
4889,0.213409221,12.74624012,12.74624012
4890,0.189884436,12.77641454,12.77641454
4891,0.166223396,12.80650949,12.80650949
4892,0.142578434,12.83631374,12.83631374
4893,0.119094839,12.8656253,12.8656253
4894,0.095904415,12.89426042,12.89426042
4895,0.073120921,12.92205994,12.92205994
4896,0.05083774,12.94889263,12.94889263
4897,0.029127636,12.97465562,12.97465562
4898,0.008044115,12.99927257,12.99927257
4899,-0.012376196,13.02269052,13.02269052
4900,-0.032110729,13.04487601,13.04487601
4901,-0.051148101,13.06581123,13.06581123
4902,-0.069485473,13.08549044,13.08549044
4903,-0.087126267,13.10391692,13.10391692
4904,-0.104078276,13.12110039,13.12110039
4905,-0.120352154,13.13705502,13.13705502
4906,-0.135960242,13.15179786,13.15179786
4907,-0.150915681,13.16534769,13.16534769
4908,-0.165231741,13.17772413,13.17772413
4909,-0.178921342,13.18894699,13.18894699
4910,-0.191996703,13.19903588,13.19903588
4911,-0.204469098,13.20800988,13.20800988
4912,-0.216348695,13.2158873,13.2158873
4913,-0.227644451,13.2226856,13.2226856
4914,-0.238364044,13.22842129,13.22842129
4915,-0.248513847,13.23310988,13.23310988
4916,-0.258098917,13.23676588,13.23676588
4917,-0.267122997,13.23940276,13.23940276
4918,-0.27558854,13.24103301,13.24103301
4919,-0.283496726,13.2416681,13.2416681
4920,-0.290847493,13.2413185,13.2413185
4921,-0.297639569,13.23999372,13.23999372
4922,-0.303870497,13.23770225,13.23770225
4923,-0.309536671,13.2344516,13.2344516
4924,-0.314633364,13.23024828,13.23024828
4925,-0.319154752,13.22509777,13.22509777
4926,-0.32309394,13.2190045,13.2190045
4927,-0.326442987,13.21197183,13.21197183
4928,-0.32919292,13.20400198,13.20400198
4929,-0.331333756,13.195096,13.195096
4930,-0.33285451,13.18525374,13.18525374
4931,-0.33374321,13.17447372,13.17447372
4932,-0.333986906,13.16275315,13.16275315
4933,-0.333571677,13.15008783,13.15008783
4934,-0.332482645,13.13647205,13.13647205
4935,-0.330703985,13.12189859,13.12189859
4936,-0.328218944,13.10635865,13.10635865
4937,-0.325009877,13.08984177,13.08984177
4938,-0.321058286,13.07233587,13.07233587
4939,-0.316344901,13.05382725,13.05382725
4940,-0.31084978,13.03430065,13.03430065
4941,-0.304552474,13.0137394,13.0137394
4942,-0.297432254,12.99212564,12.99212564
4943,-0.289468437,12.96944073,12.96944073
4944,-0.280640839,12.94566575,12.94566575
4945,-0.270930396,12.92078228,12.92078228
4946,-0.260320016,12.89477354,12.89477354
4947,-0.248795694,12.86762579,12.86762579
4948,-0.236347985,12.83933036,12.83933036
4949,-0.222973877,12.80988609,12.80988609
4950,-0.208679107,12.77930256,12.77930256
4951,-0.193480934,12.74760379,12.74760379
4952,-0.17741127,12.71483265,12.71483265
4953,-0.160519956,12.68105532,12.68105532
4954,-0.142877814,12.64636563,12.64636563
4955,-0.124578855,12.61088817,12.61088817
4956,-0.105740965,12.57477946,12.57477946
4957,-0.086504308,12.53822592,12.53822592
4958,-0.067027039,12.50143819,12.50143819
4959,-0.047478386,12.46464194,12.46464194
4960,-0.028029906,12.42806605,12.42806605
4961,-0.008846253,12.39193026,12.39193026
4962,0.009923006,12.35643412,12.35643412
4963,0.028149332,12.3217491,12.3217491
4964,0.045728326,12.28801457,12.28801457
4965,0.062580171,12.2553373,12.2553373
4966,0.078648009,12.22379382,12.22379382
4967,0.09389503,12.19343451,12.19343451
4968,0.108301024,12.16428828,12.16428828
4969,0.121858914,12.13636736,12.13636736
4970,0.134571602,12.1096715,12.1096715
4971,0.14644929,12.08419157,12.08419157
4972,0.157507297,12.05991249,12.05991249
