date,X,Y,Z,OT
447,-1.23E+01,-1.56E+01,2.80E+01,2.80E+01
448,-1.29E+01,-1.52E+01,3.03E+01,3.03E+01
449,-1.34E+01,-1.43E+01,3.27E+01,3.27E+01
450,-1.36E+01,-1.28E+01,3.48E+01,3.48E+01
451,-1.34E+01,-1.07E+01,3.64E+01,3.64E+01
452,-1.29E+01,-8.24E+00,3.73E+01,3.73E+01
453,-1.20E+01,-5.68E+00,3.75E+01,3.75E+01
454,-1.07E+01,-3.30E+00,3.68E+01,3.68E+01
455,-9.22E+00,-1.35E+00,3.56E+01,3.56E+01
456,-7.65E+00,6.66E-02,3.39E+01,3.39E+01
457,-6.10E+00,9.69E-01,3.21E+01,3.21E+01
458,-4.69E+00,1.45E+00,3.03E+01,3.03E+01
459,-3.46E+00,1.63E+00,2.85E+01,2.85E+01
460,-2.44E+00,1.63E+00,2.69E+01,2.69E+01
461,-1.63E+00,1.55E+00,2.54E+01,2.54E+01
462,-9.92E-01,1.43E+00,2.40E+01,2.40E+01
463,-5.08E-01,1.32E+00,2.27E+01,2.27E+01
464,-1.42E-01,1.24E+00,2.14E+01,2.14E+01
465,1.35E-01,1.20E+00,2.03E+01,2.03E+01
466,3.47E-01,1.19E+00,1.92E+01,1.92E+01
467,5.17E-01,1.23E+00,1.82E+01,1.82E+01
468,6.59E-01,1.31E+00,1.72E+01,1.72E+01
469,7.89E-01,1.42E+00,1.63E+01,1.63E+01
470,9.16E-01,1.58E+00,1.55E+01,1.55E+01
471,1.05E+00,1.78E+00,1.47E+01,1.47E+01
472,1.19E+00,2.02E+00,1.39E+01,1.39E+01
473,1.36E+00,2.32E+00,1.32E+01,1.32E+01
474,1.55E+00,2.67E+00,1.26E+01,1.26E+01
475,1.78E+00,3.10E+00,1.20E+01,1.20E+01
476,2.04E+00,3.60E+00,1.15E+01,1.15E+01
477,2.35E+00,4.20E+00,1.10E+01,1.10E+01
478,2.72E+00,4.92E+00,1.06E+01,1.06E+01
479,3.16E+00,5.77E+00,1.03E+01,1.03E+01
480,3.68E+00,6.77E+00,1.01E+01,1.01E+01
481,4.30E+00,7.95E+00,1.01E+01,1.01E+01
482,5.03E+00,9.33E+00,1.02E+01,1.02E+01
483,5.89E+00,1.09E+01,1.06E+01,1.06E+01
484,6.90E+00,1.28E+01,1.14E+01,1.14E+01
485,8.07E+00,1.48E+01,1.25E+01,1.25E+01
486,9.41E+00,1.70E+01,1.42E+01,1.42E+01
487,1.09E+01,1.92E+01,1.67E+01,1.67E+01
488,1.26E+01,2.13E+01,2.00E+01,2.00E+01
489,1.43E+01,2.29E+01,2.43E+01,2.43E+01
490,1.61E+01,2.35E+01,2.96E+01,2.96E+01
491,1.76E+01,2.26E+01,3.56E+01,3.56E+01
492,1.86E+01,1.95E+01,4.16E+01,4.16E+01
493,1.87E+01,1.40E+01,4.66E+01,4.66E+01
494,1.78E+01,6.77E+00,4.94E+01,4.94E+01
495,1.56E+01,-9.61E-01,4.91E+01,4.91E+01
496,1.23E+01,-7.53E+00,4.62E+01,4.62E+01
497,8.32E+00,-1.19E+01,4.19E+01,4.19E+01
498,4.28E+00,-1.39E+01,3.77E+01,3.77E+01
499,6.40E-01,-1.45E+01,3.45E+01,3.45E+01
500,-2.38E+00,-1.43E+01,3.25E+01,3.25E+01
501,-4.76E+00,-1.38E+01,3.14E+01,3.14E+01
502,-6.56E+00,-1.32E+01,3.11E+01,3.11E+01
503,-7.89E+00,-1.25E+01,3.11E+01,3.11E+01
504,-8.81E+00,-1.18E+01,3.14E+01,3.14E+01
505,-9.40E+00,-1.09E+01,3.18E+01,3.18E+01
506,-9.71E+00,-9.99E+00,3.22E+01,3.22E+01
507,-9.76E+00,-8.97E+00,3.24E+01,3.24E+01
508,-9.61E+00,-7.93E+00,3.24E+01,3.24E+01
509,-9.27E+00,-6.92E+00,3.22E+01,3.22E+01
510,-8.80E+00,-6.00E+00,3.18E+01,3.18E+01
511,-8.24E+00,-5.21E+00,3.12E+01,3.12E+01
512,-7.63E+00,-4.58E+00,3.04E+01,3.04E+01
513,-7.02E+00,-4.13E+00,2.94E+01,2.94E+01
514,-6.45E+00,-3.85E+00,2.84E+01,2.84E+01
515,-5.93E+00,-3.72E+00,2.74E+01,2.74E+01
516,-5.48E+00,-3.71E+00,2.64E+01,2.64E+01
517,-5.13E+00,-3.81E+00,2.54E+01,2.54E+01
518,-4.87E+00,-4.00E+00,2.44E+01,2.44E+01
519,-4.69E+00,-4.27E+00,2.35E+01,2.35E+01
520,-4.61E+00,-4.60E+00,2.27E+01,2.27E+01
521,-4.61E+00,-5.00E+00,2.19E+01,2.19E+01
522,-4.69E+00,-5.47E+00,2.12E+01,2.12E+01
523,-4.84E+00,-6.00E+00,2.06E+01,2.06E+01
524,-5.07E+00,-6.60E+00,2.00E+01,2.00E+01
525,-5.38E+00,-7.27E+00,1.96E+01,1.96E+01
526,-5.76E+00,-8.02E+00,1.94E+01,1.94E+01
527,-6.21E+00,-8.86E+00,1.93E+01,1.93E+01
528,-6.74E+00,-9.76E+00,1.93E+01,1.93E+01
529,-7.34E+00,-1.07E+01,1.96E+01,1.96E+01
530,-8.02E+00,-1.18E+01,2.02E+01,2.02E+01
531,-8.77E+00,-1.28E+01,2.10E+01,2.10E+01
532,-9.57E+00,-1.38E+01,2.21E+01,2.21E+01
533,-1.04E+01,-1.46E+01,2.35E+01,2.35E+01
534,-1.12E+01,-1.52E+01,2.53E+01,2.53E+01
535,-1.20E+01,-1.55E+01,2.74E+01,2.74E+01
536,-1.27E+01,-1.54E+01,2.97E+01,2.97E+01
537,-1.33E+01,-1.46E+01,3.20E+01,3.20E+01
538,-1.35E+01,-1.33E+01,3.42E+01,3.42E+01
539,-1.35E+01,-1.13E+01,3.60E+01,3.60E+01
540,-1.31E+01,-8.95E+00,3.71E+01,3.71E+01
541,-1.22E+01,-6.40E+00,3.75E+01,3.75E+01
542,-1.11E+01,-3.95E+00,3.70E+01,3.70E+01
543,-9.65E+00,-1.87E+00,3.59E+01,3.59E+01
544,-8.09E+00,-3.03E-01,3.44E+01,3.44E+01
545,-6.53E+00,7.36E-01,3.26E+01,3.26E+01
546,-5.08E+00,1.32E+00,3.08E+01,3.08E+01
547,-3.80E+00,1.58E+00,2.90E+01,2.90E+01
548,-2.72E+00,1.62E+00,2.73E+01,2.73E+01
549,-1.86E+00,1.55E+00,2.58E+01,2.58E+01
550,-1.17E+00,1.44E+00,2.43E+01,2.43E+01
551,-6.53E-01,1.32E+00,2.30E+01,2.30E+01
552,-2.58E-01,1.23E+00,2.18E+01,2.18E+01
553,3.95E-02,1.17E+00,2.06E+01,2.06E+01
554,2.66E-01,1.16E+00,1.95E+01,1.95E+01
555,4.44E-01,1.18E+00,1.85E+01,1.85E+01
556,5.91E-01,1.24E+00,1.75E+01,1.75E+01
557,7.20E-01,1.34E+00,1.66E+01,1.66E+01
558,8.44E-01,1.48E+00,1.57E+01,1.57E+01
559,9.70E-01,1.65E+00,1.49E+01,1.49E+01
560,1.11E+00,1.87E+00,1.41E+01,1.41E+01
561,1.26E+00,2.14E+00,1.34E+01,1.34E+01
562,1.44E+00,2.47E+00,1.28E+01,1.28E+01
563,1.64E+00,2.86E+00,1.22E+01,1.22E+01
564,1.89E+00,3.32E+00,1.16E+01,1.16E+01
565,2.17E+00,3.87E+00,1.11E+01,1.11E+01
566,2.51E+00,4.53E+00,1.07E+01,1.07E+01
567,2.92E+00,5.31E+00,1.03E+01,1.03E+01
568,3.39E+00,6.23E+00,1.01E+01,1.01E+01
569,3.96E+00,7.32E+00,9.98E+00,9.98E+00
570,4.64E+00,8.61E+00,1.00E+01,1.00E+01
571,5.43E+00,1.01E+01,1.03E+01,1.03E+01
572,6.36E+00,1.18E+01,1.08E+01,1.08E+01
573,7.46E+00,1.38E+01,1.18E+01,1.18E+01
574,8.72E+00,1.59E+01,1.32E+01,1.32E+01
575,1.02E+01,1.82E+01,1.53E+01,1.53E+01
576,1.18E+01,2.04E+01,1.81E+01,1.81E+01
577,1.35E+01,2.23E+01,2.20E+01,2.20E+01
578,1.53E+01,2.35E+01,2.68E+01,2.68E+01
579,1.69E+01,2.34E+01,3.26E+01,3.26E+01
580,1.82E+01,2.14E+01,3.87E+01,3.87E+01
581,1.88E+01,1.70E+01,4.44E+01,4.44E+01
582,1.85E+01,1.05E+01,4.85E+01,4.85E+01
583,1.69E+01,2.73E+00,4.98E+01,4.98E+01
584,1.41E+01,-4.68E+00,4.81E+01,4.81E+01
585,1.03E+01,-1.02E+01,4.42E+01,4.42E+01
586,6.20E+00,-1.34E+01,3.97E+01,3.97E+01
587,2.29E+00,-1.45E+01,3.59E+01,3.59E+01
588,-1.08E+00,-1.46E+01,3.34E+01,3.34E+01
589,-3.78E+00,-1.42E+01,3.19E+01,3.19E+01
590,-5.87E+00,-1.36E+01,3.13E+01,3.13E+01
591,-7.42E+00,-1.30E+01,3.12E+01,3.12E+01
592,-8.53E+00,-1.22E+01,3.15E+01,3.15E+01
593,-9.27E+00,-1.14E+01,3.19E+01,3.19E+01
594,-9.70E+00,-1.05E+01,3.23E+01,3.23E+01
595,-9.85E+00,-9.42E+00,3.26E+01,3.26E+01
596,-9.76E+00,-8.33E+00,3.27E+01,3.27E+01
597,-9.47E+00,-7.24E+00,3.26E+01,3.26E+01
598,-9.03E+00,-6.23E+00,3.22E+01,3.22E+01
599,-8.47E+00,-5.34E+00,3.16E+01,3.16E+01
600,-7.84E+00,-4.62E+00,3.08E+01,3.08E+01
601,-7.20E+00,-4.08E+00,2.99E+01,2.99E+01
602,-6.58E+00,-3.73E+00,2.89E+01,2.89E+01
603,-6.01E+00,-3.53E+00,2.79E+01,2.79E+01
604,-5.51E+00,-3.48E+00,2.68E+01,2.68E+01
605,-5.10E+00,-3.54E+00,2.58E+01,2.58E+01
606,-4.79E+00,-3.70E+00,2.47E+01,2.47E+01
607,-4.57E+00,-3.94E+00,2.38E+01,2.38E+01
608,-4.44E+00,-4.24E+00,2.29E+01,2.29E+01
609,-4.40E+00,-4.61E+00,2.20E+01,2.20E+01
610,-4.45E+00,-5.05E+00,2.13E+01,2.13E+01
611,-4.57E+00,-5.55E+00,2.06E+01,2.06E+01
612,-4.76E+00,-6.11E+00,2.00E+01,2.00E+01
613,-5.03E+00,-6.76E+00,1.95E+01,1.95E+01
614,-5.38E+00,-7.48E+00,1.91E+01,1.91E+01
615,-5.80E+00,-8.28E+00,1.89E+01,1.89E+01
616,-6.29E+00,-9.17E+00,1.89E+01,1.89E+01
617,-6.87E+00,-1.01E+01,1.90E+01,1.90E+01
618,-7.52E+00,-1.12E+01,1.94E+01,1.94E+01
619,-8.25E+00,-1.22E+01,2.00E+01,2.00E+01
620,-9.05E+00,-1.33E+01,2.10E+01,2.10E+01
621,-9.90E+00,-1.43E+01,2.23E+01,2.23E+01
622,-1.08E+01,-1.52E+01,2.39E+01,2.39E+01
623,-1.17E+01,-1.57E+01,2.59E+01,2.59E+01
624,-1.25E+01,-1.59E+01,2.82E+01,2.82E+01
625,-1.32E+01,-1.55E+01,3.07E+01,3.07E+01
626,-1.36E+01,-1.45E+01,3.31E+01,3.31E+01
627,-1.38E+01,-1.28E+01,3.53E+01,3.53E+01
628,-1.36E+01,-1.06E+01,3.70E+01,3.70E+01
629,-1.30E+01,-7.91E+00,3.79E+01,3.79E+01
630,-1.20E+01,-5.19E+00,3.79E+01,3.79E+01
631,-1.06E+01,-2.71E+00,3.71E+01,3.71E+01
632,-9.04E+00,-7.15E-01,3.57E+01,3.57E+01
633,-7.38E+00,6.96E-01,3.39E+01,3.39E+01
634,-5.76E+00,1.56E+00,3.20E+01,3.20E+01
635,-4.30E+00,1.99E+00,3.01E+01,3.01E+01
636,-3.04E+00,2.14E+00,2.84E+01,2.84E+01
637,-2.00E+00,2.12E+00,2.67E+01,2.67E+01
638,-1.18E+00,2.02E+00,2.52E+01,2.52E+01
639,-5.39E-01,1.92E+00,2.38E+01,2.38E+01
640,-4.74E-02,1.83E+00,2.25E+01,2.25E+01
641,3.29E-01,1.79E+00,2.13E+01,2.13E+01
642,6.22E-01,1.80E+00,2.02E+01,2.02E+01
643,8.58E-01,1.86E+00,1.91E+01,1.91E+01
644,1.06E+00,1.98E+00,1.82E+01,1.82E+01
645,1.24E+00,2.15E+00,1.72E+01,1.72E+01
646,1.42E+00,2.37E+00,1.64E+01,1.64E+01
647,1.61E+00,2.65E+00,1.56E+01,1.56E+01
648,1.82E+00,3.00E+00,1.48E+01,1.48E+01
649,2.06E+00,3.42E+00,1.41E+01,1.41E+01
650,2.33E+00,3.92E+00,1.35E+01,1.35E+01
651,2.65E+00,4.52E+00,1.30E+01,1.30E+01
652,3.02E+00,5.23E+00,1.25E+01,1.25E+01
653,3.46E+00,6.06E+00,1.22E+01,1.22E+01
654,3.98E+00,7.03E+00,1.19E+01,1.19E+01
655,4.59E+00,8.17E+00,1.19E+01,1.19E+01
656,5.31E+00,9.49E+00,1.20E+01,1.20E+01
657,6.14E+00,1.10E+01,1.24E+01,1.24E+01
658,7.11E+00,1.27E+01,1.30E+01,1.30E+01
659,8.23E+00,1.46E+01,1.42E+01,1.42E+01
660,9.50E+00,1.66E+01,1.58E+01,1.58E+01
661,1.09E+01,1.85E+01,1.81E+01,1.81E+01
662,1.24E+01,2.03E+01,2.12E+01,2.12E+01
663,1.40E+01,2.16E+01,2.51E+01,2.51E+01
664,1.55E+01,2.20E+01,2.98E+01,2.98E+01
665,1.68E+01,2.10E+01,3.51E+01,3.51E+01
666,1.77E+01,1.82E+01,4.03E+01,4.03E+01
667,1.78E+01,1.35E+01,4.45E+01,4.45E+01
668,1.69E+01,7.34E+00,4.70E+01,4.70E+01
669,1.50E+01,7.75E-01,4.69E+01,4.69E+01
670,1.22E+01,-4.92E+00,4.47E+01,4.47E+01
671,8.74E+00,-8.87E+00,4.11E+01,4.11E+01
672,5.21E+00,-1.10E+01,3.73E+01,3.73E+01
673,1.97E+00,-1.17E+01,3.42E+01,3.42E+01
674,-7.68E-01,-1.18E+01,3.19E+01,3.19E+01
675,-2.96E+00,-1.15E+01,3.04E+01,3.04E+01
676,-4.66E+00,-1.11E+01,2.95E+01,2.95E+01
677,-5.95E+00,-1.07E+01,2.89E+01,2.89E+01
678,-6.90E+00,-1.04E+01,2.87E+01,2.87E+01
679,-7.60E+00,-1.01E+01,2.86E+01,2.86E+01
680,-8.10E+00,-9.82E+00,2.86E+01,2.86E+01
681,-8.45E+00,-9.53E+00,2.86E+01,2.86E+01
682,-8.66E+00,-9.23E+00,2.87E+01,2.87E+01
683,-8.77E+00,-8.92E+00,2.88E+01,2.88E+01
684,-8.80E+00,-8.60E+00,2.88E+01,2.88E+01
685,-8.76E+00,-8.28E+00,2.88E+01,2.88E+01
686,-8.67E+00,-7.98E+00,2.87E+01,2.87E+01
687,-8.53E+00,-7.70E+00,2.86E+01,2.86E+01
688,-8.36E+00,-7.45E+00,2.84E+01,2.84E+01
689,-8.18E+00,-7.24E+00,2.81E+01,2.81E+01
690,-7.99E+00,-7.08E+00,2.78E+01,2.78E+01
691,-7.81E+00,-6.97E+00,2.74E+01,2.74E+01
692,-7.64E+00,-6.92E+00,2.70E+01,2.70E+01
693,-7.50E+00,-6.93E+00,2.67E+01,2.67E+01
694,-7.38E+00,-6.99E+00,2.63E+01,2.63E+01
695,-7.31E+00,-7.11E+00,2.59E+01,2.59E+01
696,-7.27E+00,-7.27E+00,2.56E+01,2.56E+01
697,-7.27E+00,-7.48E+00,2.53E+01,2.53E+01
698,-7.31E+00,-7.73E+00,2.50E+01,2.50E+01
699,-7.39E+00,-8.01E+00,2.48E+01,2.48E+01
700,-7.52E+00,-8.32E+00,2.47E+01,2.47E+01
701,-7.68E+00,-8.66E+00,2.46E+01,2.46E+01
702,-7.87E+00,-9.01E+00,2.46E+01,2.46E+01
703,-8.10E+00,-9.36E+00,2.47E+01,2.47E+01
704,-8.35E+00,-9.71E+00,2.49E+01,2.49E+01
705,-8.62E+00,-1.00E+01,2.52E+01,2.52E+01
706,-8.90E+00,-1.03E+01,2.56E+01,2.56E+01
707,-9.18E+00,-1.05E+01,2.61E+01,2.61E+01
708,-9.45E+00,-1.07E+01,2.66E+01,2.66E+01
709,-9.70E+00,-1.07E+01,2.72E+01,2.72E+01
710,-9.90E+00,-1.07E+01,2.78E+01,2.78E+01
711,-1.01E+01,-1.05E+01,2.85E+01,2.85E+01
712,-1.01E+01,-1.02E+01,2.91E+01,2.91E+01
713,-1.01E+01,-9.76E+00,2.96E+01,2.96E+01
714,-1.01E+01,-9.25E+00,3.00E+01,3.00E+01
715,-9.91E+00,-8.67E+00,3.02E+01,3.02E+01
716,-9.66E+00,-8.05E+00,3.03E+01,3.03E+01
717,-9.34E+00,-7.44E+00,3.03E+01,3.03E+01
718,-8.96E+00,-6.86E+00,3.01E+01,3.01E+01
719,-8.54E+00,-6.36E+00,2.97E+01,2.97E+01
720,-8.10E+00,-5.94E+00,2.92E+01,2.92E+01
721,-7.67E+00,-5.63E+00,2.86E+01,2.86E+01
722,-7.26E+00,-5.43E+00,2.79E+01,2.79E+01
723,-6.90E+00,-5.33E+00,2.72E+01,2.72E+01
724,-6.58E+00,-5.33E+00,2.65E+01,2.65E+01
725,-6.33E+00,-5.42E+00,2.58E+01,2.58E+01
726,-6.15E+00,-5.59E+00,2.51E+01,2.51E+01
727,-6.04E+00,-5.84E+00,2.45E+01,2.45E+01
728,-6.00E+00,-6.15E+00,2.39E+01,2.39E+01
729,-6.03E+00,-6.52E+00,2.33E+01,2.33E+01
730,-6.13E+00,-6.95E+00,2.29E+01,2.29E+01
731,-6.29E+00,-7.44E+00,2.25E+01,2.25E+01
732,-6.52E+00,-7.99E+00,2.22E+01,2.22E+01
733,-6.82E+00,-8.58E+00,2.21E+01,2.21E+01
734,-7.17E+00,-9.21E+00,2.21E+01,2.21E+01
735,-7.58E+00,-9.88E+00,2.22E+01,2.22E+01
736,-8.04E+00,-1.06E+01,2.25E+01,2.25E+01
737,-8.54E+00,-1.12E+01,2.30E+01,2.30E+01
738,-9.08E+00,-1.18E+01,2.37E+01,2.37E+01
739,-9.63E+00,-1.24E+01,2.46E+01,2.46E+01
740,-1.02E+01,-1.28E+01,2.57E+01,2.57E+01
741,-1.07E+01,-1.30E+01,2.69E+01,2.69E+01
742,-1.12E+01,-1.30E+01,2.83E+01,2.83E+01
743,-1.15E+01,-1.27E+01,2.97E+01,2.97E+01
744,-1.18E+01,-1.20E+01,3.10E+01,3.10E+01
745,-1.18E+01,-1.11E+01,3.22E+01,3.22E+01
746,-1.17E+01,-9.87E+00,3.31E+01,3.31E+01
747,-1.13E+01,-8.49E+00,3.36E+01,3.36E+01
748,-1.07E+01,-7.05E+00,3.37E+01,3.37E+01
749,-1.00E+01,-5.68E+00,3.35E+01,3.35E+01
750,-9.14E+00,-4.47E+00,3.28E+01,3.28E+01
751,-8.21E+00,-3.51E+00,3.19E+01,3.19E+01
752,-7.27E+00,-2.80E+00,3.08E+01,3.08E+01
753,-6.37E+00,-2.34E+00,2.95E+01,2.95E+01
754,-5.57E+00,-2.10E+00,2.82E+01,2.82E+01
755,-4.87E+00,-2.03E+00,2.70E+01,2.70E+01
756,-4.31E+00,-2.09E+00,2.57E+01,2.57E+01
757,-3.86E+00,-2.25E+00,2.45E+01,2.45E+01
758,-3.54E+00,-2.47E+00,2.34E+01,2.34E+01
759,-3.33E+00,-2.75E+00,2.23E+01,2.23E+01
760,-3.21E+00,-3.07E+00,2.13E+01,2.13E+01
761,-3.18E+00,-3.44E+00,2.04E+01,2.04E+01
762,-3.23E+00,-3.85E+00,1.95E+01,1.95E+01
763,-3.36E+00,-4.32E+00,1.87E+01,1.87E+01
764,-3.55E+00,-4.86E+00,1.80E+01,1.80E+01
765,-3.81E+00,-5.47E+00,1.74E+01,1.74E+01
766,-4.14E+00,-6.17E+00,1.69E+01,1.69E+01
767,-4.55E+00,-6.97E+00,1.65E+01,1.65E+01
768,-5.03E+00,-7.87E+00,1.63E+01,1.63E+01
769,-5.60E+00,-8.90E+00,1.62E+01,1.62E+01
770,-6.26E+00,-1.00E+01,1.63E+01,1.63E+01
771,-7.02E+00,-1.13E+01,1.67E+01,1.67E+01
772,-7.88E+00,-1.27E+01,1.74E+01,1.74E+01
773,-8.83E+00,-1.41E+01,1.85E+01,1.85E+01
774,-9.88E+00,-1.55E+01,2.00E+01,2.00E+01
775,-1.10E+01,-1.68E+01,2.20E+01,2.20E+01
776,-1.22E+01,-1.78E+01,2.45E+01,2.45E+01
777,-1.33E+01,-1.83E+01,2.75E+01,2.75E+01
778,-1.43E+01,-1.80E+01,3.09E+01,3.09E+01
779,-1.50E+01,-1.68E+01,3.44E+01,3.44E+01
780,-1.54E+01,-1.46E+01,3.76E+01,3.76E+01
781,-1.52E+01,-1.13E+01,4.01E+01,4.01E+01
782,-1.45E+01,-7.43E+00,4.14E+01,4.14E+01
783,-1.30E+01,-3.41E+00,4.13E+01,4.13E+01
784,-1.11E+01,1.44E-01,4.00E+01,4.00E+01
785,-8.87E+00,2.82E+00,3.79E+01,3.79E+01
786,-6.53E+00,4.51E+00,3.53E+01,3.53E+01
787,-4.32E+00,5.38E+00,3.29E+01,3.29E+01
788,-2.38E+00,5.69E+00,3.07E+01,3.07E+01
789,-7.67E-01,5.71E+00,2.87E+01,2.87E+01
790,5.28E-01,5.60E+00,2.71E+01,2.71E+01
791,1.54E+00,5.50E+00,2.57E+01,2.57E+01
792,2.33E+00,5.46E+00,2.45E+01,2.45E+01
793,2.96E+00,5.51E+00,2.35E+01,2.35E+01
794,3.47E+00,5.67E+00,2.26E+01,2.26E+01
795,3.91E+00,5.93E+00,2.17E+01,2.17E+01
796,4.32E+00,6.31E+00,2.11E+01,2.11E+01
797,4.71E+00,6.78E+00,2.05E+01,2.05E+01
798,5.13E+00,7.35E+00,2.00E+01,2.00E+01
799,5.57E+00,8.02E+00,1.97E+01,1.97E+01
800,6.06E+00,8.79E+00,1.96E+01,1.96E+01
801,6.61E+00,9.64E+00,1.96E+01,1.96E+01
802,7.21E+00,1.06E+01,1.98E+01,1.98E+01
803,7.88E+00,1.15E+01,2.03E+01,2.03E+01
804,8.61E+00,1.25E+01,2.10E+01,2.10E+01
805,9.39E+00,1.35E+01,2.20E+01,2.20E+01
806,1.02E+01,1.43E+01,2.34E+01,2.34E+01
807,1.10E+01,1.50E+01,2.51E+01,2.51E+01
808,1.18E+01,1.53E+01,2.70E+01,2.70E+01
809,1.25E+01,1.52E+01,2.92E+01,2.92E+01
810,1.31E+01,1.46E+01,3.15E+01,3.15E+01
811,1.34E+01,1.34E+01,3.36E+01,3.36E+01
812,1.34E+01,1.17E+01,3.54E+01,3.54E+01
813,1.30E+01,9.44E+00,3.67E+01,3.67E+01
814,1.23E+01,6.99E+00,3.72E+01,3.72E+01
815,1.13E+01,4.60E+00,3.69E+01,3.69E+01
816,9.92E+00,2.50E+00,3.60E+01,3.60E+01
817,8.44E+00,8.68E-01,3.45E+01,3.45E+01
818,6.92E+00,-2.55E-01,3.29E+01,3.29E+01
819,5.49E+00,-9.21E-01,3.11E+01,3.11E+01
820,4.21E+00,-1.24E+00,2.93E+01,2.93E+01
821,3.12E+00,-1.32E+00,2.76E+01,2.76E+01
822,2.23E+00,-1.28E+00,2.61E+01,2.61E+01
823,1.53E+00,-1.16E+00,2.46E+01,2.46E+01
824,9.90E-01,-1.04E+00,2.33E+01,2.33E+01
825,5.84E-01,-9.24E-01,2.20E+01,2.20E+01
826,2.83E-01,-8.35E-01,2.08E+01,2.08E+01
827,5.92E-02,-7.78E-01,1.97E+01,1.97E+01
828,-1.08E-01,-7.53E-01,1.87E+01,1.87E+01
829,-2.37E-01,-7.58E-01,1.77E+01,1.77E+01
830,-3.41E-01,-7.92E-01,1.67E+01,1.67E+01
831,-4.31E-01,-8.53E-01,1.58E+01,1.58E+01
832,-5.16E-01,-9.41E-01,1.50E+01,1.50E+01
833,-6.01E-01,-1.06E+00,1.42E+01,1.42E+01
834,-6.92E-01,-1.20E+00,1.35E+01,1.35E+01
835,-7.93E-01,-1.38E+00,1.28E+01,1.28E+01
836,-9.10E-01,-1.59E+00,1.21E+01,1.21E+01
837,-1.05E+00,-1.85E+00,1.15E+01,1.15E+01
838,-1.21E+00,-2.16E+00,1.09E+01,1.09E+01
839,-1.40E+00,-2.53E+00,1.04E+01,1.04E+01
840,-1.62E+00,-2.97E+00,9.91E+00,9.91E+00
841,-1.89E+00,-3.50E+00,9.47E+00,9.47E+00
842,-2.21E+00,-4.13E+00,9.10E+00,9.10E+00
843,-2.60E+00,-4.88E+00,8.80E+00,8.80E+00
844,-3.05E+00,-5.78E+00,8.58E+00,8.58E+00
845,-3.60E+00,-6.85E+00,8.48E+00,8.48E+00
846,-4.25E+00,-8.12E+00,8.52E+00,8.52E+00
847,-5.02E+00,-9.61E+00,8.75E+00,8.75E+00
848,-5.94E+00,-1.14E+01,9.25E+00,9.25E+00
849,-7.02E+00,-1.34E+01,1.01E+01,1.01E+01
850,-8.29E+00,-1.56E+01,1.14E+01,1.14E+01
851,-9.75E+00,-1.80E+01,1.34E+01,1.34E+01
852,-1.14E+01,-2.05E+01,1.62E+01,1.62E+01
853,-1.32E+01,-2.28E+01,2.00E+01,2.00E+01
854,-1.51E+01,-2.44E+01,2.50E+01,2.50E+01
855,-1.70E+01,-2.49E+01,3.11E+01,3.11E+01
856,-1.86E+01,-2.33E+01,3.79E+01,3.79E+01
857,-1.95E+01,-1.92E+01,4.45E+01,4.45E+01
858,-1.95E+01,-1.24E+01,4.96E+01,4.96E+01
859,-1.80E+01,-3.71E+00,5.18E+01,5.18E+01
860,-1.52E+01,4.95E+00,5.04E+01,5.04E+01
861,-1.11E+01,1.16E+01,4.62E+01,4.62E+01
862,-6.59E+00,1.55E+01,4.11E+01,4.11E+01
863,-2.18E+00,1.69E+01,3.69E+01,3.69E+01
864,1.63E+00,1.69E+01,3.42E+01,3.42E+01
865,4.69E+00,1.64E+01,3.29E+01,3.29E+01
866,7.03E+00,1.56E+01,3.27E+01,3.27E+01
867,8.74E+00,1.46E+01,3.31E+01,3.31E+01
868,9.92E+00,1.34E+01,3.39E+01,3.39E+01
869,1.06E+01,1.20E+01,3.48E+01,3.48E+01
870,1.09E+01,1.03E+01,3.55E+01,3.55E+01
871,1.08E+01,8.47E+00,3.58E+01,3.58E+01
872,1.03E+01,6.61E+00,3.58E+01,3.58E+01
873,9.58E+00,4.88E+00,3.52E+01,3.52E+01
874,8.64E+00,3.40E+00,3.43E+01,3.43E+01
875,7.59E+00,2.25E+00,3.30E+01,3.30E+01
876,6.52E+00,1.44E+00,3.16E+01,3.16E+01
877,5.50E+00,9.41E-01,3.01E+01,3.01E+01
878,4.59E+00,6.90E-01,2.86E+01,2.86E+01
879,3.81E+00,6.21E-01,2.71E+01,2.71E+01
880,3.17E+00,6.74E-01,2.57E+01,2.57E+01
881,2.67E+00,8.04E-01,2.44E+01,2.44E+01
882,2.30E+00,9.79E-01,2.32E+01,2.32E+01
883,2.04E+00,1.18E+00,2.20E+01,2.20E+01
884,1.86E+00,1.40E+00,2.08E+01,2.08E+01
885,1.77E+00,1.64E+00,1.98E+01,1.98E+01
886,1.75E+00,1.90E+00,1.88E+01,1.88E+01
887,1.78E+00,2.19E+00,1.78E+01,1.78E+01
888,1.86E+00,2.50E+00,1.70E+01,1.70E+01
889,1.99E+00,2.86E+00,1.62E+01,1.62E+01
890,2.16E+00,3.28E+00,1.54E+01,1.54E+01
891,2.39E+00,3.76E+00,1.47E+01,1.47E+01
892,2.66E+00,4.31E+00,1.41E+01,1.41E+01
893,2.99E+00,4.96E+00,1.36E+01,1.36E+01
894,3.39E+00,5.73E+00,1.32E+01,1.32E+01
